"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Model.nlogo"
"calibration"
"11/24/2024 17:54:31:125 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","4","0","4"
"[run number]","number-of-workers","number-of-teams","movement-across-teams","share-of-presentees","exogenous-sickness","contagiousness","severity","recovery-days","slower-recovery","immunity-days","max-sick-leave-days","[step]","mean [infections] of turtles"
"74","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","91","0.725"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","115","0.74"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","91","0.04"
"74","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","95","0.76"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","875","1.955"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","891","2.04"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","119","0.75"
"74","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","99","0.8"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","879","1.975"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","95","0.06"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","895","2.06"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.9"
"74","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","103","0.81"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","123","0.78"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","883","1.99"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","899","2.09"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","99","0.105"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.9"
"74","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","107","0.85"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","887","2.02"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","127","0.795"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","903","2.115"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","103","0.135"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","131","0.815"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","891","2.06"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","907","2.155"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","135","0.82"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","107","0.18"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","895","2.1"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","111","0.22"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","911","2.185"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","139","0.825"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","899","2.145"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","143","0.83"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","115","0.26"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","903","2.185"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","915","2.235"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","147","0.83"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","119","0.305"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","151","0.835"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","907","2.205"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","919","2.275"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","155","0.84"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","123","0.365"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","911","2.245"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","923","2.31"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","159","0.845"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","915","2.285"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","127","0.395"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","163","0.845"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","927","2.35"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","167","0.845"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","919","2.335"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","131","0.455"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","171","0.85"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","931","2.4"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","923","2.355"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","135","0.49"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","175","0.85"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","935","2.44"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","927","2.39"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","179","0.85"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","139","0.565"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","931","2.415"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","183","0.86"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","939","2.475"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","143","0.63"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","935","2.445"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","187","0.86"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","943","2.51"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","147","0.68"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","191","0.86"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","939","2.46"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","151","0.695"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","947","2.535"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","943","2.49"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","195","0.87"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","155","0.725"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","199","0.87"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","947","2.51"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","951","2.59"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","159","0.795"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","203","0.87"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","951","2.525"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","955","2.61"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","207","0.875"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","955","2.55"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","163","0.81"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.905"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","959","2.64"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","959","2.57"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.88"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","167","0.815"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","963","2.66"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.88"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","963","2.59"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","171","0.82"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.885"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","967","2.68"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","967","2.6"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","175","0.83"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.89"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","971","2.605"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","971","2.685"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","351","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","179","0.85"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","975","2.615"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.89"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","975","2.695"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","183","0.865"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","355","0.91"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","979","2.635"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.89"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","187","0.875"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","983","2.645"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","979","2.695"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.89"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","359","0.91"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","191","0.88"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.895"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","987","2.645"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","983","2.695"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","363","0.91"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","195","0.885"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","991","2.66"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","987","2.7"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","199","0.89"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","995","2.665"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.9"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","367","0.925"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","991","2.705"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","203","0.89"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","999","2.675"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.9"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","371","0.965"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","207","0.895"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.9"
"69","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","995","2.705"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1003","2.675"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","211","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1007","2.675"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","375","0.985"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","215","0.9"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1011","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","219","0.9"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","379","1.03"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1015","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","223","0.905"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1019","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","227","0.92"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","383","1.06"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1023","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","231","0.92"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1027","2.68"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","387","1.1"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","235","0.925"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1031","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","239","0.925"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1035","2.68"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","391","1.16"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","243","0.93"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.9"
"71","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","1039","2.68"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","247","0.93"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.9"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","395","1.2"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","251","0.93"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.9"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","255","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","3","0"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.905"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","399","1.27"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","259","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","263","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","7","0"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.905"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","403","1.31"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","267","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.905"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","11","0"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","271","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","407","1.355"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","275","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","15","0"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","279","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","411","1.445"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","283","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","19","0.005"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","415","1.48"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","287","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.905"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","23","0.005"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","291","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","419","1.51"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","295","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","27","0.005"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","423","1.55"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","299","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","303","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","427","1.585"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","31","0.005"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","307","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","351","0.905"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","431","1.585"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","311","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","35","0.01"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","355","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","315","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","435","1.605"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","359","0.905"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","39","0.01"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","319","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","439","1.64"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","363","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","323","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","43","0.01"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","367","0.905"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","443","1.67"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","327","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","371","0.905"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","447","1.685"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","331","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","47","0.01"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","335","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","451","1.7"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","375","0.905"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","51","0.015"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","339","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","455","1.705"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","379","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","343","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","459","1.72"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","55","0.025"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","383","0.905"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","347","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","463","1.73"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","351","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","387","0.91"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","59","0.035"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","467","1.74"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","355","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","391","0.91"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","359","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","63","0.05"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","471","1.75"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","363","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","475","1.755"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","395","0.91"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","367","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","67","0.07"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","479","1.76"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","371","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","399","0.91"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","483","1.76"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","71","0.1"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","375","0.935"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","487","1.765"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","403","0.925"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","379","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","75","0.13"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","491","1.765"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","383","0.935"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","407","0.945"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","495","1.765"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","387","0.935"
"75","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","79","0.16"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","499","1.765"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","391","0.94"
"73","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","411","0.945"
"70","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","503","1.765"
"72","200","5","0.5","0.51","0.001","0.015","0.3","5","0.67","65","260","395","0.94"
